Respondent_ID,Q1_Role,Q2_OrgType,Q3_OrgSize,Q4_Region,Q5_AnnualRevenue,Q6_MarketingBudget,Q7_DataSources,Q8_AnalyticsTools,Q9_CampaignStrategies,Q10_SuccessMetrics,Q11_EIAwareness,Q12_EmotionalInsightRating,Q13_MarketingChallenges,Q14_CrisisFrequency,Q15_CampaignBackfire,Q16_FeatureInterest,Q17_PreferredChannels,Q18_RegionalLanguageImportance,Q19_PreferredOutputFormat,Q20_WhiteLabelInterest,Q21_CurrentSaaSSpend,Q22_PreferredPricingModel,Q23_BudgetBand,Q23_BudgetINR_Numeric,Q_DecisionStyle,Q_TechAdoptionProfile,Q_AITrustLevel,Q_EmotionalDataImportance,Q_BrandVsRevenuePriority,Q_BudgetAuthority,Q_StakeholderCount,Q_AdoptionTrigger,Q_InternalBarrier,Q_CurrentSentimentTool,Q_CurrentToolSatisfaction,Q_SwitchingIntent,Q_AdoptionBlockers,Q_AnalyticsReviewFrequency,Q_AnalyticsTeamSize,Q_DataDrivenDecisionPct,Q_CrisisResponseTime,Q_CrisisHistory,Q_CrisisImpactType,Q_AnnualCampaigns,Q_EmotionalROIMeasured,Q_RequiredIntegrations,Q_DataPrivacyConcern,Q_TeamDataLiteracy,Q24_AdoptionLikelihood,Q24_AdoptionLikelihood_Ordinal,Adoption_Score_Raw
RESP_0011,Founder/Co-Founder,D2C Brand,Solo/Freelancer,North America,10Cr-100Cr/1.2M-12M,1Cr-5Cr/120K-600K,Social Media|Customer Reviews|Website/App Analytics|CRM Data,HubSpot|Salesforce,Influencer/Creator Marketing|Performance/Paid Advertising|Email/WhatsApp Marketing,Engagement Rate|Conversion Rate|CSAT,Not aware at all,4.0,Understanding WHY customers feel the way they do|Connecting emotional data to campaign performance|Creating emotionally resonant campaigns|Personalising messaging at scale|Justifying marketing spend to leadership|Managing brand crisis quickly,Occasionally,No - campaigns always landed well,Emotional Brand Score (EBS)|Omnichannel Sentiment Dashboard|Predictive Mood & Crisis Alerts|Emotional Customer Segmentation,Instagram/Facebook|Twitter/X|YouTube Comments|LinkedIn|Amazon/Ecommerce Reviews|Customer Support Chat/Email|WhatsApp Business,Not important,Real-time dashboard with visual charts|Slack/WhatsApp alerts|Raw data export (CSV/API)|AI-generated recommendations|CRM/Marketing tool integration,No - not relevant,50K-2L/month,One-time project,Above 2L,295816.56,Peer recommendations,Early Majority - adopt proven solutions,Use AI as one input among many,3.0,4.0,I have full authority,4-6,A specific data gap,Integration complexity,No - couldn't afford,3.0,Very likely to switch,Cost|Complexity|ROI uncertainty,Monthly,6-15,0.0,Within a week,Yes - major business impact,Revenue loss,20.0,No - but would like to,Zoho|Google Data Studio/Looker|Shopify|Standalone is fine,Somewhat concerned,High - most are comfortable,Likely,4,19.05
RESP_0012,Agency Professional,D2C Brand,11-50,North America,2Cr-10Cr/240K-1.2M,1Cr-5Cr/120K-600K,Social Media|Customer Reviews|Customer Support Logs|CRM Data|Ad Performance Data,Google Analytics/Looker Studio|Brandwatch/Meltwater|Tableau/Power BI|Other,Performance/Paid Advertising|Content Marketing|Email/WhatsApp Marketing|SEO/Organic Growth|Offline/BTL Marketing,ROI/Revenue Generated|Engagement Rate|Customer Sentiment|NPS,Somewhat aware,4.0,Identifying at-risk customers before churn|Measuring brand reputation in real time|Personalising messaging at scale,Rarely,Not sure - didn't track,Emotional Brand Score (EBS)|Predictive Mood & Crisis Alerts|Campaign Emotion Optimizer,Instagram/Facebook|Twitter/X|YouTube Comments|Google/App Store Reviews|Amazon/Ecommerce Reviews|Customer Support Chat/Email|Survey/Form Responses,Extremely important,Real-time dashboard with visual charts|Raw data export (CSV/API)|AI-generated recommendations|CRM/Marketing tool integration,No - not relevant,10K-50K/month,Monthly subscription,Above 2L,299570.04,C-suite mandate,Early Adopter - adopt after seeing competitor success,Use AI as one input among many,,3.0,My manager/Director,4-6,A competitor doing better,Data privacy/security,Yes - Brandwatch,5.0,Likely,ROI uncertainty,Rarely/Never,1,46.4,Within 24 hours,Yes - minor impact,Long-term brand equity damage,1.0,No - but would like to,Google Data Studio/Looker|Meta Ads Manager,Somewhat concerned,Very high - data-first culture,Likely,4,21.67
RESP_0013,Data Analyst/Marketing Analyst,SME,51-200,Other,2Cr-10Cr/240K-1.2M,Above 5Cr/600K+,Customer Reviews|Website/App Analytics,Google Analytics/Looker Studio|Salesforce|Zoho CRM/Analytics,Performance/Paid Advertising|Email/WhatsApp Marketing|SEO/Organic Growth|PR/Earned Media,ROI/Revenue Generated|Engagement Rate|Conversion Rate,Not aware at all,2.0,Understanding WHY customers feel the way they do|Creating emotionally resonant campaigns|Measuring brand reputation in real time|Personalising messaging at scale|Managing brand crisis quickly,Occasionally,Yes - but minor impact,Emotional Brand Score (EBS)|Omnichannel Sentiment Dashboard|Campaign Emotion Optimizer|Emotional Customer Segmentation,Twitter/X|YouTube Comments|LinkedIn|Google/App Store Reviews|Amazon/Ecommerce Reviews|WhatsApp Business,Not important,Real-time dashboard with visual charts|Weekly/Monthly automated reports|Raw data export (CSV/API)|AI-generated recommendations,N/A - not an agency,Zero - no tools,Freemium,Would not pay,0.0,C-suite mandate,Early Adopter - adopt after seeing competitor success,Use AI as one input among many,3.0,4.0,My manager/Director,4-6,A competitor doing better,Lack of leadership buy-in,Yes - Brandwatch,5.0,Likely,Awareness|No internal champion|ROI uncertainty,Rarely/Never,0 (no one dedicated),12.0,Within a week,Yes - major business impact,Revenue loss,8.0,No - don't believe it's measurable,Zoho|Slack|Google Data Studio/Looker|Shopify,Somewhat concerned,Moderate - mixed team,Neutral,3,13.22
RESP_0014,C-Suite Executive,D2C Brand,2-10,Southeast Asia,50L-2Cr/60K-240K,5L-25L/6K-30K,Social Media|Customer Support Logs|Survey/Feedback Forms|Website/App Analytics,Google Analytics/Looker Studio|HubSpot|Salesforce,Influencer/Creator Marketing|Performance/Paid Advertising|Content Marketing|SEO/Organic Growth|PR/Earned Media|Offline/BTL Marketing,ROI/Revenue Generated|Reach/Impressions|Customer Sentiment|Conversion Rate|CSAT,Not aware at all,4.0,Understanding WHY customers feel the way they do|Connecting emotional data to campaign performance|Identifying at-risk customers before churn|Creating emotionally resonant campaigns|Measuring brand reputation in real time|Personalising messaging at scale,Rarely,Yes - but minor impact,Omnichannel Sentiment Dashboard|Predictive Mood & Crisis Alerts|Campaign Emotion Optimizer|Emotional Customer Segmentation,Instagram/Facebook|Twitter/X|Google/App Store Reviews|WhatsApp Business,Very important,Real-time dashboard with visual charts|Weekly/Monthly automated reports|Slack/WhatsApp alerts|Raw data export (CSV/API)|AI-generated recommendations,Possibly - depends on pricing,Above 2L/month,Freemium,Would not pay,3324.59,Intuition/experience,Late Majority - wait for industry standard,Use AI as one input among many,5.0,4.0,CMO/VP,2-3,A campaign failure,Data privacy/security,No - didn't know such tools existed,3.0,N/A - no current tool,Complexity|Data privacy concerns|ROI uncertainty,Monthly,0 (no one dedicated),45.1,Within hours,Yes - major business impact,Share price/valuation impact,46.0,Yes - formal process,Slack|Shopify,Somewhat concerned,Moderate - mixed team,Unlikely,2,11.18
RESP_0015,C-Suite Executive,Marketing/Creative Agency,51-200,India-Tier2/3,10Cr-100Cr/1.2M-12M,25L-1Cr/30K-120K,Social Media|Customer Reviews|Website/App Analytics|Ad Performance Data,HubSpot|Other,Performance/Paid Advertising|Content Marketing|Community Building,ROI/Revenue Generated|Reach/Impressions|Engagement Rate|Customer Sentiment|CSAT,Somewhat aware,,Measuring brand reputation in real time|Personalising messaging at scale|Justifying marketing spend to leadership|Managing brand crisis quickly,Never - we have proactive monitoring,Yes - but minor impact,Emotional Brand Score (EBS)|Omnichannel Sentiment Dashboard|Emotional Customer Segmentation,Instagram/Facebook|Twitter/X|Google/App Store Reviews|Amazon/Ecommerce Reviews|Survey/Form Responses,Not important,Weekly/Monthly automated reports|Slack/WhatsApp alerts|Raw data export (CSV/API)|AI-generated recommendations,Yes - definitely interested,50K-2L/month,Freemium,5K-15K,11817.8,Data/case studies,Early Majority - adopt proven solutions,Use AI as one input among many,5.0,3.0,I have full authority,2-3,A vendor recommendation,Price/ROI justification,No - not a priority,4.0,Unlikely,Cost|Awareness|Data privacy concerns|ROI uncertainty,Weekly,2-5,30.4,No process for this,No - never,Revenue loss,74.0,Yes - informally,Salesforce|Zoho|Slack|Shopify,Not concerned at all,High - most are comfortable,Neutral,3,13.47
RESP_0016,C-Suite Executive,E-commerce Platform,11-50,Europe,10Cr-100Cr/1.2M-12M,Under 5L/<6K,Social Media|Customer Reviews|Survey/Feedback Forms|Website/App Analytics|CRM Data|Ad Performance Data,Google Analytics/Looker Studio|Sprout Social/Hootsuite|Other,Performance/Paid Advertising|Content Marketing|Email/WhatsApp Marketing|SEO/Organic Growth|PR/Earned Media|Offline/BTL Marketing,ROI/Revenue Generated|Reach/Impressions|Engagement Rate,Slightly aware,2.0,Understanding WHY customers feel the way they do|Managing brand crisis quickly,Occasionally,Not sure - didn't track,Omnichannel Sentiment Dashboard|Predictive Mood & Crisis Alerts|Campaign Emotion Optimizer,Instagram/Facebook|Twitter/X|YouTube Comments|Google/App Store Reviews|Amazon/Ecommerce Reviews|Customer Support Chat/Email|WhatsApp Business|Survey/Form Responses,Somewhat important,Real-time dashboard with visual charts|AI-generated recommendations,N/A - not an agency,10K-50K/month,Monthly subscription,15K-50K,31558.73,Peer recommendations,Early Majority - adopt proven solutions,Don't trust AI recommendations,5.0,3.0,My manager/Director,7+ with formal procurement,A leadership directive,Price/ROI justification,Yes - other tool,5.0,Likely,Awareness,Monthly,1,90.0,Within a month,No - never,Revenue loss|Long-term brand equity damage,6.0,Yes - formal process,Slack|Other,Mildly concerned,Moderate - mixed team,Neutral,3,16.35
RESP_0017,Marketing Manager,E-commerce Platform,1000+,India-Metro,2Cr-10Cr/240K-1.2M,Under 5L/<6K,Customer Support Logs|Survey/Feedback Forms|Ad Performance Data,Salesforce,Influencer/Creator Marketing|Performance/Paid Advertising|SEO/Organic Growth|Community Building,Reach/Impressions|NPS|CSAT,Very aware - already use tools,5.0,Connecting emotional data to campaign performance|Measuring brand reputation in real time|Justifying marketing spend to leadership,Rarely,Not sure - didn't track,Emotional Brand Score (EBS)|Omnichannel Sentiment Dashboard|Predictive Mood & Crisis Alerts|Campaign Emotion Optimizer|Emotional Customer Segmentation,Instagram/Facebook|Twitter/X|Google/App Store Reviews|Amazon/Ecommerce Reviews|Customer Support Chat/Email,Extremely important,Real-time dashboard with visual charts|Raw data export (CSV/API)|AI-generated recommendations|CRM/Marketing tool integration,Yes - definitely interested,1K-10K/month,Per-brand/per-seat,Under 5K,2926.44,Data/case studies,Innovator - adopt cutting-edge early,Skeptical but open,1.0,4.0,My manager/Director,4-6,A specific data gap,No significant barriers,No - didn't know such tools existed,4.0,Very likely to switch,Awareness,Quarterly,1,32.7,Within hours,No - never,Share price/valuation impact|Long-term brand equity damage,45.0,No - don't believe it's measurable,HubSpot|Slack|Standalone is fine,Somewhat concerned,Low - struggle with complex tools,Likely,4,17.29
RESP_0018,Brand Manager,SME,1000+,Southeast Asia,2Cr-10Cr/240K-1.2M,5L-25L/6K-30K,Social Media|Survey/Feedback Forms|Website/App Analytics|Ad Performance Data,Google Analytics/Looker Studio|Zoho CRM/Analytics,Influencer/Creator Marketing|Community Building|Offline/BTL Marketing,ROI/Revenue Generated|Reach/Impressions|Engagement Rate|Customer Sentiment|CSAT,Not aware at all,1.0,Creating emotionally resonant campaigns|Personalising messaging at scale|Managing brand crisis quickly,Very frequently,Yes - but minor impact,Emotional Brand Score (EBS)|Campaign Emotion Optimizer,LinkedIn|Amazon/Ecommerce Reviews|Survey/Form Responses,Not important,Real-time dashboard with visual charts|Slack/WhatsApp alerts|AI-generated recommendations|CRM/Marketing tool integration,N/A - not an agency,10K-50K/month,Annual subscription,Under 5K,0.0,Peer recommendations,Late Majority - wait for industry standard,Skeptical but open,5.0,3.0,My manager/Director,4-6,Budget review cycle,Team adoption resistance,Yes - other tool,3.0,N/A - no current tool,Cost|ROI uncertainty,Monthly,1,4.7,Within 24 hours,Yes - minor impact,Revenue loss,1.0,Yes - informally,Salesforce|Slack|Meta Ads Manager|Shopify|Standalone is fine,Very concerned - hard blocker,High - most are comfortable,Unlikely,2,8.4
RESP_0019,Marketing Manager,D2C Brand,11-50,Southeast Asia,2Cr-10Cr/240K-1.2M,Under 5L/<6K,Social Media|Customer Reviews|Website/App Analytics|CRM Data,Tableau/Power BI|Zoho CRM/Analytics|Other,Performance/Paid Advertising|Email/WhatsApp Marketing|SEO/Organic Growth|Offline/BTL Marketing,ROI/Revenue Generated|Reach/Impressions|Engagement Rate|Customer Sentiment|CSAT,Very aware - already use tools,5.0,Understanding WHY customers feel the way they do|Creating emotionally resonant campaigns|Personalising messaging at scale,Occasionally,Not sure - didn't track,Emotional Brand Score (EBS)|Omnichannel Sentiment Dashboard|Predictive Mood & Crisis Alerts|Emotional Customer Segmentation,Instagram/Facebook|YouTube Comments|LinkedIn|WhatsApp Business,Somewhat important,Weekly/Monthly automated reports|Slack/WhatsApp alerts|AI-generated recommendations,N/A - not an agency,1K-10K/month,Freemium,15K-50K,30238.67,Intuition/experience,Early Adopter - adopt after seeing competitor success,Skeptical but open,4.0,4.0,I have full authority,1 (just me),A specific data gap,Team adoption resistance,No - didn't know such tools existed,4.0,Have long-term contracts,Awareness,Weekly,2-5,74.6,No process for this,Yes - minor impact,Revenue loss|Employee morale damage,23.0,No - but would like to,Zoho|Google Data Studio/Looker|Meta Ads Manager,Mildly concerned,Low - struggle with complex tools,Likely,4,18.19
RESP_0020,Marketing Manager,SaaS/Tech Startup,11-50,India-Metro,Above 100Cr/12M+,5L-25L/6K-30K,Social Media|Customer Reviews|Customer Support Logs|Survey/Feedback Forms|Website/App Analytics|Ad Performance Data,Google Analytics/Looker Studio|HubSpot|Salesforce|Sprout Social/Hootsuite|Tableau/Power BI|Zoho CRM/Analytics,Influencer/Creator Marketing|Performance/Paid Advertising|Content Marketing|SEO/Organic Growth|Community Building|Offline/BTL Marketing,ROI/Revenue Generated|Engagement Rate|Conversion Rate,Very aware - already use tools,6.0,Identifying at-risk customers before churn|Creating emotionally resonant campaigns|Personalising messaging at scale,Rarely,Yes - but minor impact,Omnichannel Sentiment Dashboard|Predictive Mood & Crisis Alerts|Campaign Emotion Optimizer|Emotional Customer Segmentation,YouTube Comments|LinkedIn|Google/App Store Reviews|Amazon/Ecommerce Reviews|Survey/Form Responses,Extremely important,Slack/WhatsApp alerts|Raw data export (CSV/API)|CRM/Marketing tool integration,Possibly - depends on pricing,Zero - no tools,Per-brand/per-seat,15K-50K,37159.84,Peer recommendations,Late Majority - wait for industry standard,Use AI as one input among many,5.0,3.0,My manager/Director,4-6,A competitor doing better,Lack of leadership buy-in,No - couldn't afford,0.0,Unlikely,Complexity|Data privacy concerns,Quarterly,2-5,,Within hours,Yes - major business impact,Employee morale damage|We didn't measure it,21.0,Yes - informally,Meta Ads Manager|Standalone is fine,Not concerned at all,Very low - need heavy hand-holding,Neutral,3,13.37
RESP_0021,Digital Marketing Specialist,SME,11-50,India-Tier2/3,2Cr-10Cr/240K-1.2M,Under 5L/<6K,Social Media|Customer Support Logs|CRM Data|Ad Performance Data,Brandwatch/Meltwater,Influencer/Creator Marketing|Email/WhatsApp Marketing|Community Building,ROI/Revenue Generated|Reach/Impressions|Engagement Rate|Conversion Rate,Somewhat aware,4.0,Understanding WHY customers feel the way they do|Identifying at-risk customers before churn|Creating emotionally resonant campaigns|Measuring brand reputation in real time|Personalising messaging at scale,Never - we have proactive monitoring,Yes - significantly damaged brand,Emotional Brand Score (EBS)|Omnichannel Sentiment Dashboard|Emotional Customer Segmentation,Instagram/Facebook|Twitter/X|LinkedIn|Google/App Store Reviews|Amazon/Ecommerce Reviews,Extremely important,Real-time dashboard with visual charts|Raw data export (CSV/API)|AI-generated recommendations|CRM/Marketing tool integration,N/A - not an agency,50K-2L/month,Monthly subscription,Under 5K,2660.54,Intuition/experience,Late Majority - wait for industry standard,Trust AI insights and act on them,5.0,5.0,CMO/VP,2-3,A specific data gap,Integration complexity,No - not a priority,3.0,N/A - no current tool,Cost|No internal champion,Monthly,1,77.6,Within 24 hours,Yes - minor impact,Revenue loss|Significant customer churn|Long-term brand equity damage,21.0,Yes - formal process,Shopify,Somewhat concerned,High - most are comfortable,Neutral,3,15.56
RESP_0022,Founder/Co-Founder,Marketing/Creative Agency,11-50,North America,10Cr-100Cr/1.2M-12M,Under 5L/<6K,Social Media|Customer Reviews|Website/App Analytics,Google Analytics/Looker Studio|Tableau/Power BI|Zoho CRM/Analytics,Influencer/Creator Marketing|Community Building|PR/Earned Media,ROI/Revenue Generated|Reach/Impressions|Engagement Rate|Customer Sentiment|CSAT,Slightly aware,,Identifying at-risk customers before churn|Measuring brand reputation in real time|Personalising messaging at scale|Managing brand crisis quickly,Occasionally,Yes - significantly damaged brand,Emotional Brand Score (EBS)|Campaign Emotion Optimizer,Instagram/Facebook|YouTube Comments|Google/App Store Reviews|WhatsApp Business,Somewhat important,Real-time dashboard with visual charts|Raw data export (CSV/API)|CRM/Marketing tool integration,N/A - not an agency,Above 2L/month,Monthly subscription,50K-2L,127790.26,Intuition/experience,Early Adopter - adopt after seeing competitor success,Use AI as one input among many,4.0,3.0,I have full authority,4-6,A competitor doing better,Price/ROI justification,No - not a priority,2.0,N/A - no current tool,Cost|Awareness,Rarely/Never,0 (no one dedicated),28.7,Within a week,No - but came close,Revenue loss|Significant customer churn|Employee morale damage,11.0,Yes - informally,Slack|Google Data Studio/Looker|Meta Ads Manager|Shopify,Very concerned - hard blocker,High - most are comfortable,Neutral,3,13.16
RESP_0023,Marketing Manager,SME,51-200,North America,10Cr-100Cr/1.2M-12M,Above 5Cr/600K+,Social Media|Customer Reviews|Customer Support Logs|Survey/Feedback Forms,Tableau/Power BI|Zoho CRM/Analytics,Performance/Paid Advertising|Email/WhatsApp Marketing|SEO/Organic Growth|Community Building,Reach/Impressions|Customer Sentiment,Not aware at all,2.0,Understanding WHY customers feel the way they do|Connecting emotional data to campaign performance|Identifying at-risk customers before churn|Measuring brand reputation in real time|Personalising messaging at scale|Managing brand crisis quickly,Very frequently,Yes - but minor impact,Emotional Brand Score (EBS)|Omnichannel Sentiment Dashboard|Predictive Mood & Crisis Alerts|Campaign Emotion Optimizer|Emotional Customer Segmentation,Instagram/Facebook|YouTube Comments|LinkedIn|Google/App Store Reviews|Amazon/Ecommerce Reviews|Customer Support Chat/Email|WhatsApp Business,Somewhat important,Real-time dashboard with visual charts|Weekly/Monthly automated reports|Slack/WhatsApp alerts|AI-generated recommendations|CRM/Marketing tool integration,Possibly - depends on pricing,Zero - no tools,Monthly subscription,15K-50K,33196.04,Intuition/experience,Early Adopter - adopt after seeing competitor success,Trust AI insights and act on them,1.0,5.0,CMO/VP,2-3,A specific data gap,Price/ROI justification,No - couldn't afford,3.0,Very likely to switch,Awareness,Monthly,15+,49.2,Within a week,No - never,Revenue loss,41.0,Yes - informally,HubSpot|Google Data Studio/Looker|Meta Ads Manager|Standalone is fine,Mildly concerned,High - most are comfortable,Unlikely,2,11.22
RESP_0024,Marketing Manager,D2C Brand,201-1000,India-Metro,50L-2Cr/60K-240K,Under 5L/<6K,Social Media|Customer Reviews|Survey/Feedback Forms|Website/App Analytics|CRM Data|Ad Performance Data,Google Analytics/Looker Studio,Influencer/Creator Marketing|Performance/Paid Advertising|Content Marketing|SEO/Organic Growth|Community Building|PR/Earned Media|Offline/BTL Marketing,ROI/Revenue Generated|Reach/Impressions|Engagement Rate|Customer Sentiment|Conversion Rate|NPS,Not aware at all,2.0,Understanding WHY customers feel the way they do|Connecting emotional data to campaign performance|Identifying at-risk customers before churn|Creating emotionally resonant campaigns|Measuring brand reputation in real time|Justifying marketing spend to leadership,Occasionally,Yes - significantly damaged brand,Emotional Brand Score (EBS)|Omnichannel Sentiment Dashboard|Campaign Emotion Optimizer|Emotional Customer Segmentation,Instagram/Facebook|Twitter/X|YouTube Comments|Amazon/Ecommerce Reviews,Somewhat important,Real-time dashboard with visual charts|Weekly/Monthly automated reports|Slack/WhatsApp alerts|Raw data export (CSV/API)|AI-generated recommendations|CRM/Marketing tool integration,N/A - not an agency,50K-2L/month,One-time project,5K-15K,13942.85,Peer recommendations,Late Majority - wait for industry standard,Use AI as one input among many,,3.0,CEO/Founder,4-6,A leadership directive,No significant barriers,No - not a priority,3.0,Unlikely,Awareness,Rarely/Never,1,51.5,No process for this,No - but came close,Revenue loss|We didn't measure it,6.0,No - but would like to,Zoho|Slack|Google Data Studio/Looker,Somewhat concerned,High - most are comfortable,Neutral,3,14.62
RESP_0025,Marketing Manager,E-commerce Platform,51-200,India-Metro,50L-2Cr/60K-240K,1Cr-5Cr/120K-600K,Social Media|Customer Support Logs|Website/App Analytics|CRM Data,Google Analytics/Looker Studio|HubSpot|Salesforce|Tableau/Power BI|No dedicated tool,Influencer/Creator Marketing|Performance/Paid Advertising|Email/WhatsApp Marketing|SEO/Organic Growth|PR/Earned Media,ROI/Revenue Generated|Engagement Rate|Customer Sentiment|Conversion Rate|CSAT,Somewhat aware,3.0,Creating emotionally resonant campaigns|Personalising messaging at scale|Managing brand crisis quickly,Occasionally,Yes - but minor impact,Emotional Brand Score (EBS)|Omnichannel Sentiment Dashboard|Predictive Mood & Crisis Alerts,Instagram/Facebook|YouTube Comments|Amazon/Ecommerce Reviews,Somewhat important,Real-time dashboard with visual charts|Weekly/Monthly automated reports|CRM/Marketing tool integration,N/A - not an agency,50K-2L/month,Monthly subscription,15K-50K,289439.6,Peer recommendations,Early Adopter - adopt after seeing competitor success,Skeptical but open,3.0,4.0,I have full authority,2-3,A campaign failure,Team adoption resistance,Yes - Brandwatch,0.0,Unlikely,Awareness|Complexity|ROI uncertainty,Weekly,0 (no one dedicated),51.0,Within a week,No - never,Significant customer churn|Long-term brand equity damage,24.0,Yes - formal process,Salesforce|Zoho|Google Data Studio/Looker|Meta Ads Manager|Standalone is fine,Very concerned - hard blocker,Low - struggle with complex tools,Neutral,3,13.87
RESP_0026,Data Analyst/Marketing Analyst,FMCG/CPG,201-1000,India-Metro,50L-2Cr/60K-240K,Under 5L/<6K,Survey/Feedback Forms|Website/App Analytics|CRM Data|Ad Performance Data|None,Google Analytics/Looker Studio|HubSpot|Brandwatch/Meltwater|Tableau/Power BI,Influencer/Creator Marketing|Email/WhatsApp Marketing|PR/Earned Media,ROI/Revenue Generated|Reach/Impressions|Engagement Rate|Customer Sentiment|Conversion Rate,Very aware - already use tools,2.0,Understanding WHY customers feel the way they do|Creating emotionally resonant campaigns|Measuring brand reputation in real time|Personalising messaging at scale,Occasionally,No - campaigns always landed well,Emotional Brand Score (EBS)|Omnichannel Sentiment Dashboard|Predictive Mood & Crisis Alerts|Campaign Emotion Optimizer,Instagram/Facebook|Google/App Store Reviews|Amazon/Ecommerce Reviews|Customer Support Chat/Email,Somewhat important,Weekly/Monthly automated reports|Slack/WhatsApp alerts,Possibly - depends on pricing,Zero - no tools,Freemium,Would not pay,0.0,Peer recommendations,Late Majority - wait for industry standard,Use AI as one input among many,3.0,2.0,I have full authority,7+ with formal procurement,A specific data gap,Data privacy/security,No - couldn't afford,4.0,N/A - no current tool,Cost|Complexity,Quarterly,0 (no one dedicated),50.0,No process for this,No - never,Significant customer churn|Employee morale damage,1.0,No - but would like to,HubSpot|Salesforce|Google Data Studio/Looker|Meta Ads Manager,Somewhat concerned,High - most are comfortable,Unlikely,2,11.77
RESP_0027,C-Suite Executive,SaaS/Tech Startup,11-50,North America,10Cr-100Cr/1.2M-12M,Above 5Cr/600K+,Social Media|Customer Support Logs|Website/App Analytics|CRM Data,Google Analytics/Looker Studio|HubSpot|Salesforce|Brandwatch/Meltwater|Tableau/Power BI|Zoho CRM/Analytics|No dedicated tool,SEO/Organic Growth,Reach/Impressions|Engagement Rate|Customer Sentiment|Conversion Rate|NPS|CSAT,Slightly aware,3.0,Understanding WHY customers feel the way they do|Connecting emotional data to campaign performance|Managing brand crisis quickly,Rarely,Not sure - didn't track,Emotional Brand Score (EBS)|Omnichannel Sentiment Dashboard|Campaign Emotion Optimizer,Twitter/X|YouTube Comments|Amazon/Ecommerce Reviews|Customer Support Chat/Email|WhatsApp Business,Somewhat important,Real-time dashboard with visual charts|Raw data export (CSV/API)|AI-generated recommendations,Yes - definitely interested,1K-10K/month,Monthly subscription,5K-15K,14934.34,Data/case studies,Early Adopter - adopt after seeing competitor success,Skeptical but open,,5.0,CMO/VP,1 (just me),A leadership directive,No significant barriers,No - couldn't afford,0.0,Very likely to switch,Cost|Awareness|ROI uncertainty,Weekly,0 (no one dedicated),56.2,Within a week,No - never,Employee morale damage,26.0,No - but would like to,Slack|Google Data Studio/Looker|Meta Ads Manager,Somewhat concerned,Very high - data-first culture,Neutral,3,13.61
RESP_0028,Brand Manager,Non-Profit/Government,2-10,India-Metro,50L-2Cr/60K-240K,Above 5Cr/600K+,Social Media|Customer Support Logs|Survey/Feedback Forms|Ad Performance Data,Google Analytics/Looker Studio|HubSpot,SEO/Organic Growth|Community Building|PR/Earned Media,ROI/Revenue Generated|Reach/Impressions|Engagement Rate|Customer Sentiment|CSAT,Slightly aware,1.0,Identifying at-risk customers before churn|Justifying marketing spend to leadership|Managing brand crisis quickly,Very frequently,Not sure - didn't track,Emotional Brand Score (EBS)|Predictive Mood & Crisis Alerts|Campaign Emotion Optimizer|Emotional Customer Segmentation,Instagram/Facebook|Twitter/X|Google/App Store Reviews|Survey/Form Responses,Very important,Weekly/Monthly automated reports,Possibly - depends on pricing,1K-10K/month,Annual subscription,Under 5K,5368.52,C-suite mandate,Early Majority - adopt proven solutions,Use AI as one input among many,4.0,3.0,Procurement committee,2-3,A competitor doing better,Data privacy/security,No - tried but didn't work,0.0,Likely,Cost|Data privacy concerns,Quarterly,1,42.4,Within 24 hours,Yes - minor impact,Revenue loss,7.0,Yes - informally,Slack|Shopify,Somewhat concerned,High - most are comfortable,Neutral,3,12.21
RESP_0029,Brand Manager,FMCG/CPG,201-1000,Europe,2Cr-10Cr/240K-1.2M,25L-1Cr/30K-120K,Social Media|Customer Reviews|Website/App Analytics|Ad Performance Data,Google Analytics/Looker Studio,Influencer/Creator Marketing|Performance/Paid Advertising|Content Marketing|Email/WhatsApp Marketing,ROI/Revenue Generated|Reach/Impressions|Engagement Rate|Customer Sentiment,Somewhat aware,1.0,Identifying at-risk customers before churn|Measuring brand reputation in real time|Justifying marketing spend to leadership|Managing brand crisis quickly,Rarely,No - campaigns always landed well,Omnichannel Sentiment Dashboard|Predictive Mood & Crisis Alerts,Google/App Store Reviews|Amazon/Ecommerce Reviews|WhatsApp Business,Extremely important,Real-time dashboard with visual charts|Weekly/Monthly automated reports|AI-generated recommendations,Possibly - depends on pricing,50K-2L/month,Annual subscription,Would not pay,3976.12,Trial/testing,Innovator - adopt cutting-edge early,Trust AI insights and act on them,2.0,5.0,IT/Finance,1 (just me),A vendor recommendation,Integration complexity,No - tried but didn't work,2.0,Unlikely,Cost|Data privacy concerns|ROI uncertainty,Rarely/Never,2-5,45.2,Within 24 hours,No - never,We didn't measure it,10.0,Yes - informally,Google Data Studio/Looker|Shopify,Mildly concerned,Low - struggle with complex tools,Unlikely,2,8.92
